Date,Open,High,Low,Close,Volume,Adj Close
2013-04-11,792.88,793.10,784.06,790.39,2028700,790.39
2013-04-10,782.92,792.35,776.00,790.18,1978600,790.18
2013-04-09,775.50,783.75,773.11,777.65,2157300,777.65
2013-04-08,778.75,779.55,768.40,774.85,2832100,774.85
2013-04-05,786.06,786.99,776.40,783.05,3433900,783.05
2013-04-04,804.25,805.75,791.30,795.07,2447600,795.07
2013-04-03,813.46,814.20,800.67,806.20,1738500,806.20
2013-04-02,804.54,814.83,804.00,813.04,2041500,813.04
2013-04-01,795.01,802.25,793.25,801.19,1807300,801.19
2013-03-28,803.99,805.37,793.30,794.19,2287800,794.19
2013-03-27,806.68,807.00,801.33,802.66,2163200,802.66
2013-03-26,813.50,814.00,807.79,812.42,1191900,812.42
2013-03-25,812.41,819.23,806.82,809.64,1712000,809.64
2013-03-22,814.74,815.24,809.64,810.31,1488200,810.31
2013-03-21,811.29,816.92,809.85,811.26,1477600,811.26
2013-03-20,816.83,817.51,811.44,814.71,1463800,814.71
2013-03-19,811.24,819.25,806.45,811.32,2098200,811.32
2013-03-18,805.00,812.76,801.47,807.79,1838300,807.79
2013-03-15,818.50,820.30,813.34,814.30,3099700,814.30
2013-03-14,826.99,826.99,817.39,821.54,1651200,821.54
2013-03-13,827.90,830.69,822.31,825.31,1641300,825.31
2013-03-12,830.71,831.89,823.67,827.61,2008300,827.61
2013-03-11,831.69,839.70,831.50,834.82,1594700,834.82
2013-03-08,834.50,834.92,825.05,831.52,2911900,831.52
2013-03-07,834.06,836.62,829.58,832.60,2052700,832.60
2013-03-06,841.03,844.00,828.81,831.38,2873000,831.38
2013-03-05,828.93,840.15,828.90,838.60,4044100,838.60
2013-03-04,805.30,822.84,805.00,821.50,2775600,821.50
2013-03-01,797.80,807.14,796.15,806.19,2175400,806.19
2013-02-28,801.10,806.99,801.03,801.20,2265800,801.20
2013-02-27,794.80,804.75,791.11,799.78,2026100,799.78
2013-02-26,795.00,795.95,784.40,790.13,2202500,790.13
2013-02-25,802.30,808.41,790.49,790.77,2303900,790.77
2013-02-22,799.26,801.25,793.80,799.71,2053900,799.71
2013-02-21,798.00,805.45,791.22,795.53,3506400,795.53
2013-02-20,805.30,808.97,791.79,792.46,2764200,792.46
2013-02-19,795.99,807.00,795.28,806.85,2931800,806.85
2013-02-15,787.40,793.26,787.07,792.89,2729800,792.89
2013-02-14,779.73,788.74,777.77,787.82,1735300,787.82
2013-02-13,780.13,785.35,779.97,782.86,1198200,782.86
2013-02-12,781.75,787.90,779.37,780.70,1859000,780.70
2013-02-11,778.40,783.00,773.75,782.42,2167700,782.42
2013-02-08,780.13,786.67,779.56,785.37,3020100,785.37
2013-02-07,769.70,778.81,765.50,773.95,2840200,773.95
2013-02-06,759.07,772.96,758.50,770.17,2078100,770.17
2013-02-05,761.13,771.11,759.47,765.74,1870700,765.74
2013-02-04,767.69,770.47,758.27,759.02,3040500,759.02
2013-02-01,758.20,776.60,758.10,775.60,3746100,775.60
2013-01-31,750.51,757.62,750.25,755.69,1634200,755.69
2013-01-30,753.74,760.95,752.91,753.83,1733000,753.83
2013-01-29,746.75,756.95,746.54,753.68,1747100,753.68
2013-01-28,751.76,755.60,747.89,750.73,1627100,750.73
2013-01-25,750.77,758.48,750.25,753.67,2225900,753.67
2013-01-24,741.24,756.83,740.51,754.21,3382700,754.21
2013-01-23,735.99,749.00,735.79,741.50,5909100,741.50
2013-01-22,704.66,705.34,695.52,702.87,3792400,702.87
2013-01-18,710.36,712.77,701.33,704.51,3226800,704.51
2013-01-17,717.71,719.64,711.02,711.32,2211500,711.32
2013-01-16,722.40,724.34,713.67,715.19,2023400,715.19
2013-01-15,719.33,735.00,712.10,724.93,3927700,724.93
2013-01-14,737.00,742.20,722.35,723.25,2863900,723.25
2013-01-11,742.00,742.43,736.30,739.99,1285200,739.99
2013-01-10,742.83,745.00,733.50,741.48,1835700,741.48
2013-01-09,732.27,738.35,728.60,738.12,2024700,738.12
2013-01-08,735.54,736.30,724.43,733.30,1676100,733.30
2013-01-07,735.45,739.38,730.58,734.75,1655700,734.75
2013-01-04,729.34,741.47,727.68,737.97,2763500,737.97
2013-01-03,724.93,731.93,720.72,723.67,2318200,723.67
2013-01-02,719.42,727.00,716.55,723.25,2541300,723.25
2012-12-31,700.00,710.57,696.00,707.38,1997400,707.38
2012-12-28,701.69,706.91,700.01,700.01,1402000,700.01
2012-12-27,707.14,708.84,698.61,706.29,1647400,706.29
2012-12-26,708.07,712.88,702.41,708.87,1182400,708.87
2012-12-24,714.51,715.18,707.47,709.50,840900,709.50
2012-12-21,713.97,718.82,710.52,715.63,3526000,715.63
2012-12-20,723.26,724.65,716.97,722.36,1657000,722.36
2012-12-19,720.71,723.00,716.68,720.11,1918600,720.11
2012-12-18,716.60,729.10,715.05,721.07,3004900,721.07
2012-12-17,705.50,721.92,704.02,720.78,3035400,720.78
2012-12-14,699.17,707.82,698.43,701.96,2130100,701.96
2012-12-13,715.92,716.47,699.55,702.70,3444900,702.70
2012-12-12,699.23,703.51,693.48,697.56,2426000,697.56
2012-12-11,690.00,701.92,687.72,696.88,2687600,696.88
2012-12-10,685.39,691.65,683.79,685.42,1366700,685.42
2012-12-07,695.00,696.88,682.42,684.21,1919300,684.21
2012-12-06,687.59,695.61,684.51,691.13,1462300,691.13
2012-12-05,692.15,694.50,682.33,687.82,1862400,687.82
2012-12-04,695.00,695.51,685.70,691.03,1991700,691.03
2012-12-03,702.24,705.89,694.11,695.25,2192500,695.25
2012-11-30,691.31,699.22,685.69,698.37,3163600,698.37
2012-11-29,687.78,693.90,682.00,691.89,2776500,691.89
2012-11-28,668.01,684.91,663.89,683.67,3042000,683.67
2012-11-27,660.17,675.00,658.00,670.71,2508700,670.71
2012-11-26,666.44,667.00,659.02,661.15,2204600,661.15
2012-11-23,669.97,670.00,666.10,667.97,922500,667.97
2012-11-21,668.99,669.80,660.40,665.87,2112200,665.87
2012-11-20,669.51,678.00,664.57,669.97,2088700,669.97
2012-11-19,655.70,668.92,655.53,668.21,2368200,668.21
2012-11-16,645.99,653.02,636.00,647.18,3438200,647.18
2012-11-15,650.00,660.00,643.90,647.26,1848900,647.26
2012-11-14,660.66,662.18,650.50,652.55,1668400,652.55
2012-11-13,663.00,667.60,658.23,659.05,1594200,659.05
2012-11-12,663.75,669.80,660.87,665.90,1405900,665.90
2012-11-09,654.65,668.34,650.30,663.03,3114100,663.03
2012-11-08,670.20,671.49,651.23,652.29,2597000,652.29
2012-11-07,675.00,678.23,666.49,667.12,2232300,667.12
2012-11-06,685.48,686.50,677.55,681.72,1582800,681.72
2012-11-05,684.50,686.86,675.56,682.96,1635900,682.96
2012-11-02,694.79,695.55,687.37,687.92,2324400,687.92
2012-11-01,679.50,690.90,678.72,687.59,2050100,687.59
2012-10-31,679.86,681.00,675.00,680.30,1537000,680.30
2012-10-26,676.50,683.03,671.20,675.15,1950800,675.15
2012-10-25,680.00,682.00,673.51,677.76,2401100,677.76
2012-10-24,686.80,687.00,675.27,677.30,2496500,677.30
2012-10-23,672.01,687.33,672.00,680.35,2916600,680.35
2012-10-22,681.01,684.63,669.70,678.67,4055600,678.67
2012-10-19,705.58,706.70,672.00,681.79,11482200,681.79
2012-10-18,755.54,759.42,676.00,695.00,12442400,695.00
2012-10-17,743.95,756.34,740.26,755.49,2292900,755.49
2012-10-16,740.13,746.99,736.46,744.70,2058200,744.70
2012-10-15,741.94,743.83,730.70,740.98,3019100,740.98
2012-10-12,751.85,754.87,744.10,744.75,2404200,744.75
2012-10-11,752.90,758.50,750.29,751.48,2383900,751.48
2012-10-10,741.86,747.53,738.29,744.56,2039900,744.56
2012-10-09,759.67,761.32,742.53,744.09,3003200,744.09
2012-10-08,761.00,763.58,754.15,757.84,1958600,757.84
2012-10-05,770.71,774.38,765.01,767.65,2735900,767.65
2012-10-04,762.75,769.89,759.40,768.05,2454200,768.05
2012-10-03,755.72,763.92,752.20,762.50,2208300,762.50
2012-10-02,765.20,765.99,750.27,756.99,2790200,756.99
2012-10-01,759.05,765.00,756.21,761.78,3168000,761.78
2012-09-28,754.15,759.30,751.15,754.50,2783500,754.50
2012-09-27,759.95,762.84,751.65,756.50,3931100,756.50
2012-09-26,749.85,761.24,741.00,753.46,5672900,753.46
2012-09-25,753.05,764.89,747.66,749.16,6058500,749.16
2012-09-24,731.00,750.04,730.25,749.38,3563800,749.38
2012-09-21,732.21,734.92,730.12,733.99,6359100,733.99
2012-09-20,724.47,731.38,721.22,728.12,2907400,728.12
2012-09-19,717.50,728.56,716.41,727.50,3098300,727.50
2012-09-18,707.78,718.66,706.78,718.28,2066800,718.28
2012-09-17,708.11,712.88,705.00,709.98,1508300,709.98
2012-09-14,709.60,713.00,707.01,709.68,2618500,709.68
2012-09-13,693.09,709.00,690.54,706.04,2659000,706.04
2012-09-12,689.41,694.91,680.88,690.88,2642300,690.88
2012-09-11,697.96,700.65,691.00,692.19,1873800,692.19
2012-09-10,709.76,712.81,698.39,700.77,2560000,700.77
2012-09-07,700.00,712.25,697.67,706.15,3233000,706.15
2012-09-06,685.96,699.89,684.73,699.40,3043500,699.40
2012-09-05,680.00,686.50,679.14,680.72,1708200,680.72
2012-09-04,684.55,685.00,673.50,681.04,1889600,681.04
2012-08-31,684.00,688.58,680.04,685.09,2127100,685.09
2012-08-30,684.24,687.39,680.18,681.68,1626900,681.68
2012-08-29,677.37,688.99,676.15,688.01,2990300,688.01
2012-08-28,665.00,677.62,664.74,677.25,2058600,677.25
2012-08-27,662.99,672.00,659.24,669.22,2613700,669.22
2012-08-24,675.60,680.45,674.08,678.63,1426600,678.63
2012-08-23,674.27,680.48,671.00,676.80,1784200,676.80
2012-08-22,667.38,680.60,666.70,677.18,1909200,677.18
2012-08-21,673.11,678.00,662.17,669.51,2222200,669.51
2012-08-20,675.50,678.87,672.66,675.54,1758100,675.54
2012-08-17,674.12,677.25,671.70,677.14,2177700,677.14
2012-08-16,667.51,674.64,667.08,672.87,1717700,672.87
2012-08-15,670.28,674.25,664.10,667.54,2410700,667.54
2012-08-14,659.25,672.85,659.00,668.66,3661700,668.66
2012-08-13,647.42,660.15,646.68,660.01,3267900,660.01
2012-08-10,638.59,642.24,636.13,642.00,1434600,642.00
2012-08-09,644.51,646.37,641.52,642.35,1070300,642.35
2012-08-08,639.05,645.87,638.50,642.23,1322200,642.23
2012-08-07,641.79,644.26,636.47,640.54,1981800,640.54
2012-08-06,639.61,649.38,639.22,642.82,1782400,642.82
2012-08-03,640.00,643.72,636.14,641.33,1897100,641.33
2012-08-02,625.51,638.03,623.41,628.75,1977700,628.75
2012-08-01,637.30,639.51,631.38,632.68,1844600,632.68
2012-07-31,628.26,636.50,628.22,632.97,1865600,632.97
2012-07-30,636.05,642.60,629.50,632.30,2186700,632.30
2012-07-27,618.89,635.00,617.50,634.96,3549700,634.96
2012-07-26,615.00,616.87,610.03,613.36,1685200,613.36
2012-07-25,608.32,613.38,605.37,607.99,1823000,607.99
2012-07-24,615.00,617.93,604.34,607.57,2009400,607.57
2012-07-23,600.48,618.35,598.25,615.51,3561700,615.51
2012-07-20,608.76,612.94,598.18,610.82,6463700,610.82
2012-07-19,586.14,598.48,586.00,593.06,4674700,593.06
2012-07-18,576.98,583.69,576.13,580.76,1548200,580.76
2012-07-17,578.43,580.67,568.40,576.73,1680100,576.73
2012-07-16,576.37,579.19,571.78,574.92,1462600,574.92
2012-07-13,572.15,579.15,568.55,576.52,1976000,576.52
2012-07-12,567.12,571.93,562.09,570.48,2309800,570.48
2012-07-11,576.30,577.85,564.94,571.19,3499300,571.19
2012-07-10,590.19,592.43,578.74,581.70,1923100,581.70
2012-07-09,584.95,588.60,581.25,586.01,1715100,586.01
2012-07-06,592.45,593.52,582.82,585.98,2161800,585.98
2012-07-05,588.76,600.06,588.54,595.92,2345900,595.92
2012-07-03,580.01,588.41,578.00,587.83,1189500,587.83
2012-07-02,581.82,583.00,576.50,580.47,1655500,580.47
2012-06-29,574.96,580.13,572.20,580.07,2519500,580.07
2012-06-28,565.90,566.23,557.21,564.31,1920900,564.31
2012-06-27,567.70,573.99,566.02,569.30,1692300,569.30
2012-06-26,562.76,566.60,559.48,564.68,1350200,564.68
2012-06-25,567.33,568.09,557.35,560.70,1581600,560.70
2012-06-22,568.00,571.48,565.82,571.48,2227900,571.48
2012-06-21,579.84,579.84,563.73,565.21,2011300,565.21
2012-06-20,579.81,580.00,573.51,577.51,2346700,577.51
2012-06-19,573.59,584.28,573.12,581.53,2076200,581.53
2012-06-18,562.62,574.21,559.25,570.85,2496900,570.85
2012-06-15,560.34,564.52,557.09,564.51,3001200,564.51
2012-06-14,561.30,565.07,556.52,559.05,2344900,559.05
2012-06-13,561.72,567.00,558.68,561.09,1954200,561.09
2012-06-12,569.77,570.30,558.58,565.10,3224200,565.10
2012-06-11,584.21,585.32,566.69,568.50,2661100,568.50
2012-06-08,575.85,581.00,574.58,580.45,1410400,580.45
2012-06-07,587.60,587.89,577.25,578.23,1758500,578.23
2012-06-06,576.48,581.97,573.61,580.57,2095800,580.57
2012-06-05,575.45,578.13,566.47,570.41,2339900,570.41
2012-06-04,570.22,580.49,570.01,578.59,2432700,578.59
2012-06-01,571.79,572.65,568.35,570.98,3057900,570.98
2012-05-31,588.72,590.00,579.00,580.86,2968300,580.86
2012-05-30,588.16,591.90,583.53,588.23,1906700,588.23
2012-05-29,595.81,599.13,588.32,594.34,2605700,594.34
2012-05-25,601.00,601.73,588.28,591.53,3581900,591.53
2012-05-24,609.16,611.92,598.87,603.66,1891300,603.66
2012-05-23,601.65,609.60,597.12,609.46,3178100,609.46
2012-05-22,613.44,613.81,596.00,600.80,3051900,600.80
2012-05-21,600.51,615.69,600.00,614.11,3075400,614.11
2012-05-18,625.10,632.42,596.70,600.40,5973500,600.40
2012-05-17,633.83,637.85,621.23,623.05,3353800,623.05
2012-05-16,617.96,630.10,615.94,628.93,4835100,628.93
2012-05-15,605.35,615.00,603.75,611.11,2102100,611.11
2012-05-14,600.78,608.50,600.58,604.00,1824400,604.00
2012-05-11,610.35,614.55,604.77,605.23,2099400,605.23
2012-05-10,612.96,616.19,610.23,613.66,1535900,613.66
2012-05-09,606.82,616.38,601.81,609.15,2328800,609.15
2012-05-08,605.53,616.90,600.70,612.79,2677300,612.79
2012-05-07,595.00,610.57,595.00,607.55,1994500,607.55
2012-05-04,605.92,607.89,596.81,596.97,2207400,596.97
2012-05-03,609.62,614.83,608.95,611.02,1868000,611.02
2012-05-02,601.20,608.11,600.61,607.26,1611500,607.26
2012-05-01,603.79,611.60,600.19,604.43,2002300,604.43
2012-04-30,612.99,616.08,600.61,604.85,2407300,604.85
2012-04-27,615.02,616.74,610.60,614.98,1636400,614.98
2012-04-26,610.91,618.00,609.70,615.47,2092500,615.47
2012-04-25,604.00,611.35,602.88,609.72,1821100,609.72
2012-04-24,598.24,606.63,597.32,601.27,1929100,601.27
2012-04-23,592.90,598.45,590.20,597.60,2197800,597.60
2012-04-20,604.25,608.85,595.83,596.06,3058400,596.06
2012-04-19,605.69,616.26,599.00,599.30,3294600,599.30
